typ;id;model_id;kod_kreskowy;numer_egzemplarza;stara_nazwa;nowa_nazwa;zmieniono;reguly;status_po;podejrzane_powody
EGZEMPLARZ_OPAKOWANIA;366;53;0100000000169;9;2 x LAPTOP REALIZACYJNY [Dell Latitude 5440] (zestaw 9) 0/2szt Waga: 4.30kg [9];2 x LAPTOP REALIZACYJNY [Dell Latitude 5440] (zestaw 9) [9];TAK;usunieto_stan_szt_i_wage | zachowano_numer_egzemplarza;OK;
MODEL_OPAKOWANIA;54;54;;;2 x Laptop REALIZACYJNY [Dell Precision 3520] (zestaw 1);2 x Laptop REALIZACYJNY [Dell Precision 3520] (zestaw 1);NIE;;OK;
EGZEMPLARZ_OPAKOWANIA;371;54;0100000000108;;2 x Laptop REALIZACYJNY [Dell Precision 3520] (zestaw 1) 2/2szt Waga: 9.6kg;2 x Laptop REALIZACYJNY [Dell Precision 3520] (zestaw 1);TAK;usunieto_stan_szt_i_wage;OK;
MODEL_OPAKOWANIA;55;55;;;2 x Laptop REALIZACYJNY [Dell Precision 3520] (zestaw 10);2 x Laptop REALIZACYJNY [Dell Precision 3520] (zestaw 10);NIE;;OK;
EGZEMPLARZ_OPAKOWANIA;37;55;0100000000159;10;2 x Laptop REALIZACYJNY [Dell Precision 3520] (zestaw 10) 2/2szt Waga: 8.7kg [10];2 x Laptop REALIZACYJNY [Dell Precision 3520] (zestaw 10) [10];TAK;usunieto_stan_szt_i_wage | zachowano_numer_egzemplarza;OK;
MODEL_OPAKOWANIA;56;56;;;2 x Laptop REALIZACYJNY [Dell Precision 3520] (zestaw 2);2 x Laptop REALIZACYJNY [Dell Precision 3520] (zestaw 2);NIE;;OK;
EGZEMPLARZ_OPAKOWANIA;410;56;0100000000109;;2 x Laptop REALIZACYJNY [Dell Precision 3520] (zestaw 2) 2/2szt Waga: 9.6kg;2 x Laptop REALIZACYJNY [Dell Precision 3520] (zestaw 2);TAK;usunieto_stan_szt_i_wage;OK;
MODEL_OPAKOWANIA;57;57;;;2 x Laptop REALIZACYJNY [Dell Precision 3520] (zestaw 3);2 x Laptop REALIZACYJNY [Dell Precision 3520] (zestaw 3);NIE;;OK;
EGZEMPLARZ_OPAKOWANIA;183;57;0100000000110;;2 x Laptop REALIZACYJNY [Dell Precision 3520] (zestaw 3) 2/2szt Waga: 9.6kg;2 x Laptop REALIZACYJNY [Dell Precision 3520] (zestaw 3);TAK;usunieto_stan_szt_i_wage;OK;
MODEL_OPAKOWANIA;58;58;;;2 x Laptop REALIZACYJNY [Dell Precision 3520] (zestaw 4);2 x Laptop REALIZACYJNY [Dell Precision 3520] (zestaw 4);NIE;;OK;
EGZEMPLARZ_OPAKOWANIA;113;58;0100000000161;4;2 x Laptop REALIZACYJNY [Dell Precision 3520] (zestaw 4) 2/2szt Waga: 8.7kg [4];2 x Laptop REALIZACYJNY [Dell Precision 3520] (zestaw 4) [4];TAK;usunieto_stan_szt_i_wage | zachowano_numer_egzemplarza;OK;
MODEL_OPAKOWANIA;59;59;;;2 x Laptop REALIZACYJNY [Dell Precision 3520] (zestaw 5);2 x Laptop REALIZACYJNY [Dell Precision 3520] (zestaw 5);NIE;;OK;
EGZEMPLARZ_OPAKOWANIA;478;59;0100000000156;5;2 x Laptop REALIZACYJNY [Dell Precision 3520] (zestaw 5) 2/2szt Waga: 8.7kg [5];2 x Laptop REALIZACYJNY [Dell Precision 3520] (zestaw 5) [5];TAK;usunieto_stan_szt_i_wage | zachowano_numer_egzemplarza;OK;
MODEL_OPAKOWANIA;60;60;;;2 x Laptop REALIZACYJNY [Dell Precision 3520] (zestaw 6);2 x Laptop REALIZACYJNY [Dell Precision 3520] (zestaw 6);NIE;;OK;
EGZEMPLARZ_OPAKOWANIA;78;60;0100000000158;6;2 x Laptop REALIZACYJNY [Dell Precision 3520] (zestaw 6) 2/2szt Waga: 8.7kg [6];2 x Laptop REALIZACYJNY [Dell Precision 3520] (zestaw 6) [6];TAK;usunieto_stan_szt_i_wage | zachowano_numer_egzemplarza;OK;
MODEL_OPAKOWANIA;61;61;;;2 x Laptop REALIZACYJNY [Dell Precision 3520] (zestaw 7);2 x Laptop REALIZACYJNY [Dell Precision 3520] (zestaw 7);NIE;;OK;
EGZEMPLARZ_OPAKOWANIA;102;61;0100000000157;7;2 x Laptop REALIZACYJNY [Dell Precision 3520] (zestaw 7) 2/2szt Waga: 8.7kg [7];2 x Laptop REALIZACYJNY [Dell Precision 3520] (zestaw 7) [7];TAK;usunieto_stan_szt_i_wage | zachowano_numer_egzemplarza;OK;
MODEL_OPAKOWANIA;62;62;;;2 x Laptop REALIZACYJNY [Dell Precision 3520] (zestaw 8);2 x Laptop REALIZACYJNY [Dell Precision 3520] (zestaw 8);NIE;;OK;
EGZEMPLARZ_OPAKOWANIA;83;62;0100000000162;8;2 x Laptop REALIZACYJNY [Dell Precision 3520] (zestaw 8) 2/2szt Waga: 8.7kg [8];2 x Laptop REALIZACYJNY [Dell Precision 3520] (zestaw 8) [8];TAK;usunieto_stan_szt_i_wage | zachowano_numer_egzemplarza;OK;
MODEL_OPAKOWANIA;63;63;;;2 x Laptop REALIZACYJNY [Dell Precision 3520] (zestaw 9);2 x Laptop REALIZACYJNY [Dell Precision 3520] (zestaw 9);NIE;;OK;
EGZEMPLARZ_OPAKOWANIA;91;63;0100000000160;9;2 x Laptop REALIZACYJNY [Dell Precision 3520] (zestaw 9) 2/2szt Waga: 8.7kg [9];2 x Laptop REALIZACYJNY [Dell Precision 3520] (zestaw 9) [9];TAK;usunieto_stan_szt_i_wage | zachowano_numer_egzemplarza;OK;
MODEL_OPAKOWANIA;64;64;;;2 x Laptop REALIZACYJNY [MacBook Pro 14 cali M4] (zestaw 1);2 x Laptop REALIZACYJNY [MacBook Pro 14 cali M4] (zestaw 1);NIE;;OK;
EGZEMPLARZ_OPAKOWANIA;435;64;0100000000531;1;2 x Laptop REALIZACYJNY [MacBook Pro 14 cali M4] (zestaw 1) 2/2szt Waga: 8.4kg [1];2 x Laptop REALIZACYJNY [MacBook Pro 14 cali M4] (zestaw 1) [1];TAK;usunieto_stan_szt_i_wage | zachowano_numer_egzemplarza;OK;
MODEL_OPAKOWANIA;65;65;;;2 x Laptop REALIZACYJNY [MacBook Pro 14 cali M4] (zestaw 2);2 x Laptop REALIZACYJNY [MacBook Pro 14 cali M4] (zestaw 2);NIE;;OK;
EGZEMPLARZ_OPAKOWANIA;119;65;0100000000532;2;2 x Laptop REALIZACYJNY [MacBook Pro 14 cali M4] (zestaw 2) 2/2szt Waga: 8.4kg [2];2 x Laptop REALIZACYJNY [MacBook Pro 14 cali M4] (zestaw 2) [2];TAK;usunieto_stan_szt_i_wage | zachowano_numer_egzemplarza;OK;
MODEL_OPAKOWANIA;66;66;;;2 x Martin MAC Quantum Profile (zestaw 1);2 x Martin MAC Quantum Profile (zestaw 1);NIE;;OK;
EGZEMPLARZ_OPAKOWANIA;480;66;0100000000080;;2 x Martin MAC Quantum Profile (zestaw 1) 2/2szt Waga: 88.8kg;2 x Martin MAC Quantum Profile (zestaw 1);TAK;usunieto_stan_szt_i_wage;OK;
MODEL_OPAKOWANIA;67;67;;;2 x Martin MAC Quantum Profile (zestaw 2);2 x Martin MAC Quantum Profile (zestaw 2);NIE;;OK;
EGZEMPLARZ_OPAKOWANIA;390;67;0100000000084;;2 x Martin MAC Quantum Profile (zestaw 2) 2/2szt Waga: 88.8kg;2 x Martin MAC Quantum Profile (zestaw 2);TAK;usunieto_stan_szt_i_wage;OK;
MODEL_OPAKOWANIA;68;68;;;"2 x Monitor 32"" (zestaw 1)";"2 x Monitor 32"" (zestaw 1)";NIE;;OK;
EGZEMPLARZ_OPAKOWANIA;441;68;0100000000044;;"2 x Monitor 32"" (zestaw 1) 2/2szt Waga: 39.6kg";"2 x Monitor 32"" (zestaw 1)";TAK;usunieto_stan_szt_i_wage;OK;
MODEL_OPAKOWANIA;69;69;;;"2 x Monitor 32"" (zestaw 2)";"2 x Monitor 32"" (zestaw 2)";NIE;;OK;
EGZEMPLARZ_OPAKOWANIA;199;69;0100000000045;;"2 x Monitor 32"" (zestaw 2) 2/2szt Waga: 39.6kg";"2 x Monitor 32"" (zestaw 2)";TAK;usunieto_stan_szt_i_wage;OK;
MODEL_OPAKOWANIA;70;70;;;"2 x Monitor 32"" (zestaw 3)";"2 x Monitor 32"" (zestaw 3)";NIE;;OK;
EGZEMPLARZ_OPAKOWANIA;41;70;0100000000046;;"2 x Monitor 32"" (zestaw 3) 2/2szt Waga: 39.6kg";"2 x Monitor 32"" (zestaw 3)";TAK;usunieto_stan_szt_i_wage;OK;
MODEL_OPAKOWANIA;71;71;;;"2 x Monitor 43"" (zestaw 1)";"2 x Monitor 43"" (zestaw 1)";NIE;;OK;
EGZEMPLARZ_OPAKOWANIA;405;71;0100000000124;1;"2 x Monitor 43"" (zestaw 1) 2/2szt Waga: 43kg [1]";"2 x Monitor 43"" (zestaw 1) [1]";TAK;usunieto_stan_szt_i_wage | zachowano_numer_egzemplarza;OK;
MODEL_OPAKOWANIA;72;72;;;"2 x Monitor 43"" (zestaw 2)";"2 x Monitor 43"" (zestaw 2)";NIE;;OK;
EGZEMPLARZ_OPAKOWANIA;133;72;0100000000125;2;"2 x Monitor 43"" (zestaw 2) 2/2szt Waga: 43kg [2]";"2 x Monitor 43"" (zestaw 2) [2]";TAK;usunieto_stan_szt_i_wage | zachowano_numer_egzemplarza;OK;
MODEL_OPAKOWANIA;73;73;;;"2 x Monitor 43"" (zestaw 3)";"2 x Monitor 43"" (zestaw 3)";NIE;;OK;
EGZEMPLARZ_OPAKOWANIA;391;73;0100000000126;3;"2 x Monitor 43"" (zestaw 3) 2/2szt Waga: 43kg [3]";"2 x Monitor 43"" (zestaw 3) [3]";TAK;usunieto_stan_szt_i_wage | zachowano_numer_egzemplarza;OK;
MODEL_OPAKOWANIA;74;74;;;2 x Monitor 55'' (zestaw 1);2 x Monitor 55'' (zestaw 1);NIE;;OK;
EGZEMPLARZ_OPAKOWANIA;103;74;0100000000037;;2 x Monitor 55'' (zestaw 1) 2/2szt Waga: 75.2kg;2 x Monitor 55'' (zestaw 1);TAK;usunieto_stan_szt_i_wage;OK;
MODEL_OPAKOWANIA;75;75;;;2 x Monitor 55'' (zestaw 2);2 x Monitor 55'' (zestaw 2);NIE;;OK;
EGZEMPLARZ_OPAKOWANIA;66;75;0100000000038;;2 x Monitor 55'' (zestaw 2) 2/2szt Waga: 75.2kg;2 x Monitor 55'' (zestaw 2);TAK;usunieto_stan_szt_i_wage;OK;
MODEL_OPAKOWANIA;76;76;;;2 x Monitor 55'' (zestaw 3);2 x Monitor 55'' (zestaw 3);NIE;;OK;
EGZEMPLARZ_OPAKOWANIA;417;76;0100000000039;;2 x Monitor 55'' (zestaw 3) 2/2szt Waga: 75.2kg;2 x Monitor 55'' (zestaw 3);TAK;usunieto_stan_szt_i_wage;OK;
MODEL_OPAKOWANIA;77;77;;;2 x Monitor 55'' (zestaw 4);2 x Monitor 55'' (zestaw 4);NIE;;OK;
EGZEMPLARZ_OPAKOWANIA;408;77;0100000000040;;2 x Monitor 55'' (zestaw 4) 2/2szt Waga: 75.2kg;2 x Monitor 55'' (zestaw 4);TAK;usunieto_stan_szt_i_wage;OK;
MODEL_OPAKOWANIA;78;78;;;2 x Monitor 55'' (zestaw 5);2 x Monitor 55'' (zestaw 5);NIE;;OK;
EGZEMPLARZ_OPAKOWANIA;443;78;0100000000041;;2 x Monitor 55'' (zestaw 5) 2/2szt Waga: 75.2kg;2 x Monitor 55'' (zestaw 5);TAK;usunieto_stan_szt_i_wage;OK;
MODEL_OPAKOWANIA;79;79;;;2 x Monitor 55'' (zestaw 6);2 x Monitor 55'' (zestaw 6);NIE;;OK;
EGZEMPLARZ_OPAKOWANIA;424;79;0100000000042;;2 x Monitor 55'' (zestaw 6) 2/2szt Waga: 75.2kg;2 x Monitor 55'' (zestaw 6);TAK;usunieto_stan_szt_i_wage;OK;
MODEL_OPAKOWANIA;80;80;;;2 x Monitor 55'' (zestaw 7);2 x Monitor 55'' (zestaw 7);NIE;;OK;
EGZEMPLARZ_OPAKOWANIA;134;80;0100000000043;;2 x Monitor 55'' (zestaw 7) 2/2szt Waga: 75.2kg;2 x Monitor 55'' (zestaw 7);TAK;usunieto_stan_szt_i_wage;OK;
MODEL_OPAKOWANIA;81;81;;;"2 x Monitor Iiyama 22"" (zestaw 1)";"2 x Monitor Iiyama 22"" (zestaw 1)";NIE;;OK;
EGZEMPLARZ_OPAKOWANIA;115;81;0100000000022;;"2 x Monitor Iiyama 22"" (zestaw 1) 2/2szt Waga: 14.2kg";"2 x Monitor Iiyama 22"" (zestaw 1)";TAK;usunieto_stan_szt_i_wage;OK;
MODEL_OPAKOWANIA;82;82;;;"2 x Monitor Iiyama 22"" (zestaw 2)";"2 x Monitor Iiyama 22"" (zestaw 2)";NIE;;OK;
EGZEMPLARZ_OPAKOWANIA;436;82;0100000000023;;"2 x Monitor Iiyama 22"" (zestaw 2) 2/2szt Waga: 14.2kg";"2 x Monitor Iiyama 22"" (zestaw 2)";TAK;usunieto_stan_szt_i_wage;OK;
MODEL_OPAKOWANIA;83;83;;;"2 x Monitor Iiyama 22"" (zestaw 3)";"2 x Monitor Iiyama 22"" (zestaw 3)";NIE;;OK;
EGZEMPLARZ_OPAKOWANIA;483;83;0100000000024;;"2 x Monitor Iiyama 22"" (zestaw 3) 2/2szt Waga: 14.2kg";"2 x Monitor Iiyama 22"" (zestaw 3)";TAK;usunieto_stan_szt_i_wage;OK;
MODEL_OPAKOWANIA;84;84;;;"2 x Monitor Iiyama 22"" (zestaw 4)";"2 x Monitor Iiyama 22"" (zestaw 4)";NIE;;OK;
EGZEMPLARZ_OPAKOWANIA;412;84;0100000000025;;"2 x Monitor Iiyama 22"" (zestaw 4) 2/2szt Waga: 14.2kg";"2 x Monitor Iiyama 22"" (zestaw 4)";TAK;usunieto_stan_szt_i_wage;OK;
MODEL_OPAKOWANIA;85;85;;;"2 x Monitor Iiyama 22"" (zestaw 5)";"2 x Monitor Iiyama 22"" (zestaw 5)";NIE;;OK;
EGZEMPLARZ_OPAKOWANIA;98;85;0100000000026;;"2 x Monitor Iiyama 22"" (zestaw 5) 2/2szt Waga: 14.2kg";"2 x Monitor Iiyama 22"" (zestaw 5)";TAK;usunieto_stan_szt_i_wage;OK;
MODEL_OPAKOWANIA;86;86;;;"2 x Monitor Iiyama 24"" (zestaw 1)";"2 x Monitor Iiyama 24"" (zestaw 1)";NIE;;OK;
EGZEMPLARZ_OPAKOWANIA;122;86;0100000000027;1;"2 x Monitor Iiyama 24"" (zestaw 1) 2/2szt Waga: 15kg [1]";"2 x Monitor Iiyama 24"" (zestaw 1) [1]";TAK;usunieto_stan_szt_i_wage | zachowano_numer_egzemplarza;OK;
MODEL_OPAKOWANIA;87;87;;;"2 x Monitor Iiyama 24"" (zestaw 10)";"2 x Monitor Iiyama 24"" (zestaw 10)";NIE;;OK;
EGZEMPLARZ_OPAKOWANIA;5;87;0100000000383;10;"2 x Monitor Iiyama 24"" (zestaw 10) 2/2szt Waga: 15kg [10]";"2 x Monitor Iiyama 24"" (zestaw 10) [10]";TAK;usunieto_stan_szt_i_wage | zachowano_numer_egzemplarza;OK;
MODEL_OPAKOWANIA;88;88;;;"2 x Monitor Iiyama 24"" (zestaw 2)";"2 x Monitor Iiyama 24"" (zestaw 2)";NIE;;OK;
EGZEMPLARZ_OPAKOWANIA;448;88;0100000000028;2;"2 x Monitor Iiyama 24"" (zestaw 2) 2/2szt Waga: 15kg [2]";"2 x Monitor Iiyama 24"" (zestaw 2) [2]";TAK;usunieto_stan_szt_i_wage | zachowano_numer_egzemplarza;OK;
MODEL_OPAKOWANIA;89;89;;;"2 x Monitor Iiyama 24"" (zestaw 3)";"2 x Monitor Iiyama 24"" (zestaw 3)";NIE;;OK;
EGZEMPLARZ_OPAKOWANIA;317;89;0100000000029;3;"2 x Monitor Iiyama 24"" (zestaw 3) 2/2szt Waga: 15kg [3]";"2 x Monitor Iiyama 24"" (zestaw 3) [3]";TAK;usunieto_stan_szt_i_wage | zachowano_numer_egzemplarza;OK;
MODEL_OPAKOWANIA;90;90;;;"2 x Monitor Iiyama 24"" (zestaw 4)";"2 x Monitor Iiyama 24"" (zestaw 4)";NIE;;OK;
EGZEMPLARZ_OPAKOWANIA;84;90;0100000000030;4;"2 x Monitor Iiyama 24"" (zestaw 4) 2/2szt Waga: 15kg [4]";"2 x Monitor Iiyama 24"" (zestaw 4) [4]";TAK;usunieto_stan_szt_i_wage | zachowano_numer_egzemplarza;OK;
MODEL_OPAKOWANIA;91;91;;;"2 x Monitor Iiyama 24"" (zestaw 5)";"2 x Monitor Iiyama 24"" (zestaw 5)";NIE;;OK;
EGZEMPLARZ_OPAKOWANIA;451;91;0100000000031;5;"2 x Monitor Iiyama 24"" (zestaw 5) 2/2szt Waga: 15kg [5]";"2 x Monitor Iiyama 24"" (zestaw 5) [5]";TAK;usunieto_stan_szt_i_wage | zachowano_numer_egzemplarza;OK;
MODEL_OPAKOWANIA;92;92;;;"2 x Monitor Iiyama 24"" (zestaw 6)";"2 x Monitor Iiyama 24"" (zestaw 6)";NIE;;OK;
EGZEMPLARZ_OPAKOWANIA;229;92;0100000000379;6;"2 x Monitor Iiyama 24"" (zestaw 6) 2/2szt Waga: 15kg [6]";"2 x Monitor Iiyama 24"" (zestaw 6) [6]";TAK;usunieto_stan_szt_i_wage | zachowano_numer_egzemplarza;OK;
MODEL_OPAKOWANIA;93;93;;;"2 x Monitor Iiyama 24"" (zestaw 7)";"2 x Monitor Iiyama 24"" (zestaw 7)";NIE;;OK;
EGZEMPLARZ_OPAKOWANIA;155;93;0100000000380;7;"2 x Monitor Iiyama 24"" (zestaw 7) 2/2szt Waga: 15kg [7]";"2 x Monitor Iiyama 24"" (zestaw 7) [7]";TAK;usunieto_stan_szt_i_wage | zachowano_numer_egzemplarza;OK;
MODEL_OPAKOWANIA;94;94;;;"2 x Monitor Iiyama 24"" (zestaw 8)";"2 x Monitor Iiyama 24"" (zestaw 8)";NIE;;OK;
EGZEMPLARZ_OPAKOWANIA;463;94;0100000000381;8;"2 x Monitor Iiyama 24"" (zestaw 8) 2/2szt Waga: 15kg [8]";"2 x Monitor Iiyama 24"" (zestaw 8) [8]";TAK;usunieto_stan_szt_i_wage | zachowano_numer_egzemplarza;OK;
MODEL_OPAKOWANIA;95;95;;;"2 x Monitor Iiyama 24"" (zestaw 9)";"2 x Monitor Iiyama 24"" (zestaw 9)";NIE;;OK;
EGZEMPLARZ_OPAKOWANIA;9;95;0100000000382;9;"2 x Monitor Iiyama 24"" (zestaw 9) 2/2szt Waga: 15kg [9]";"2 x Monitor Iiyama 24"" (zestaw 9) [9]";TAK;usunieto_stan_szt_i_wage | zachowano_numer_egzemplarza;OK;
MODEL_OPAKOWANIA;96;96;;;"2 x Monitor dotykowy Iiyama 55"" (zestaw 1)";"2 x Monitor dotykowy Iiyama 55"" (zestaw 1)";NIE;;OK;
EGZEMPLARZ_OPAKOWANIA;362;96;0100000000032;;"2 x Monitor dotykowy Iiyama 55"" (zestaw 1) 2/2szt Waga: 86kg";"2 x Monitor dotykowy Iiyama 55"" (zestaw 1)";TAK;usunieto_stan_szt_i_wage;OK;
MODEL_OPAKOWANIA;97;97;;;"2 x Monitor dotykowy Iiyama 55"" (zestaw 2)";"2 x Monitor dotykowy Iiyama 55"" (zestaw 2)";NIE;;OK;
EGZEMPLARZ_OPAKOWANIA;432;97;0100000000033;;"2 x Monitor dotykowy Iiyama 55"" (zestaw 2) 2/2szt Waga: 86kg";"2 x Monitor dotykowy Iiyama 55"" (zestaw 2)";TAK;usunieto_stan_szt_i_wage;OK;
MODEL_OPAKOWANIA;98;98;;;"2 x Monitory Iiyama 65"" (zestaw 1)";"2 x Monitory Iiyama 65"" (zestaw 1)";NIE;;OK;
EGZEMPLARZ_OPAKOWANIA;104;98;0100000000049;;"2 x Monitory Iiyama 65"" (zestaw 1) 2/2szt Waga: 121kg";"2 x Monitory Iiyama 65"" (zestaw 1)";TAK;usunieto_stan_szt_i_wage;OK;
MODEL_OPAKOWANIA;99;99;;;"2 x Monitory Panasonic 65"" (zestaw 1)";"2 x Monitory Panasonic 65"" (zestaw 1)";NIE;;OK;
EGZEMPLARZ_OPAKOWANIA;124;99;0100000000048;;"2 x Monitory Panasonic 65"" (zestaw 1) 2/2szt Waga: 121kg";"2 x Monitory Panasonic 65"" (zestaw 1)";TAK;usunieto_stan_szt_i_wage;OK;
MODEL_OPAKOWANIA;100;100;;;2 x Naświetlacz Brighter ATOM R+ (zestaw 4);2 x Naświetlacz Brighter ATOM R+ (zestaw 4);NIE;;OK;
EGZEMPLARZ_OPAKOWANIA;350;100;0100000000073;;2 x Naświetlacz Brighter ATOM R+ (zestaw 4) 2/2szt Waga: 37kg;2 x Naświetlacz Brighter ATOM R+ (zestaw 4);TAK;usunieto_stan_szt_i_wage;OK;
MODEL_OPAKOWANIA;101;101;;;2 x Naświetlacz LIGHT GO! (zestaw 3);2 x Naświetlacz LIGHT GO! (zestaw 3);NIE;;OK;
EGZEMPLARZ_OPAKOWANIA;328;101;0100000000076;;2 x Naświetlacz LIGHT GO! (zestaw 3) 2/2szt Waga: 36.8kg;2 x Naświetlacz LIGHT GO! (zestaw 3);TAK;usunieto_stan_szt_i_wage;OK;
MODEL_OPAKOWANIA;102;102;;;2 x Pulpit dla tłumaczy Bosch Integrus LBB3222/04 (zestaw 1);2 x Pulpit dla tłumaczy Bosch Integrus LBB3222/04 (zestaw 1);NIE;;OK;
EGZEMPLARZ_OPAKOWANIA;132;102;0100000000090;;2 x Pulpit dla tłumaczy Bosch Integrus LBB3222/04 (zestaw 1) 2/2szt Waga: 16.2kg;2 x Pulpit dla tłumaczy Bosch Integrus LBB3222/04 (zestaw 1);TAK;usunieto_stan_szt_i_wage;OK;
MODEL_OPAKOWANIA;103;103;;;2 x Statyw korbowy AdamHall 4m (zestaw 1) 6/szt;2 x Statyw korbowy AdamHall 4m (zestaw 1);TAK;usunieto_stan_szt_i_wage;OK;
EGZEMPLARZ_OPAKOWANIA;445;103;0100000000014;1;2 x Statyw korbowy AdamHall 4m (zestaw 1) 6/szt Waga: 94.9kg [1];2 x Statyw korbowy AdamHall 4m (zestaw 1) [1];TAK;usunieto_stan_szt_i_wage | zachowano_numer_egzemplarza;OK;
MODEL_OPAKOWANIA;104;104;;;2 x Statyw korbowy AdamHall 4m (zestaw 2) 6/szt;2 x Statyw korbowy AdamHall 4m (zestaw 2);TAK;usunieto_stan_szt_i_wage;OK;
EGZEMPLARZ_OPAKOWANIA;455;104;0100000000015;2;2 x Statyw korbowy AdamHall 4m (zestaw 2) 6/szt Waga: 94.9kg [2];2 x Statyw korbowy AdamHall 4m (zestaw 2) [2];TAK;usunieto_stan_szt_i_wage | zachowano_numer_egzemplarza;OK;
MODEL_OPAKOWANIA;105;105;;;2 x Statyw korbowy AdamHall 4m (zestaw 3) 6/szt;2 x Statyw korbowy AdamHall 4m (zestaw 3);TAK;usunieto_stan_szt_i_wage;OK;
EGZEMPLARZ_OPAKOWANIA;176;105;0100000000016;3;2 x Statyw korbowy AdamHall 4m (zestaw 3) 6/szt Waga: 94.9kg [3];2 x Statyw korbowy AdamHall 4m (zestaw 3) [3];TAK;usunieto_stan_szt_i_wage | zachowano_numer_egzemplarza;OK;
MODEL_OPAKOWANIA;106;106;;;2 x X-Dot Brighter Wash IP (zestaw 1);2 x X-Dot Brighter Wash IP (zestaw 1);NIE;;OK;
EGZEMPLARZ_OPAKOWANIA;387;106;0100000000077;;2 x X-Dot Brighter Wash IP (zestaw 1) 2/2szt Waga: 53.4kg;2 x X-Dot Brighter Wash IP (zestaw 1);TAK;usunieto_stan_szt_i_wage;OK;
MODEL_OPAKOWANIA;107;107;;;2 x X-Dot Brighter Wash IP (zestaw 2);2 x X-Dot Brighter Wash IP (zestaw 2);NIE;;OK;
EGZEMPLARZ_OPAKOWANIA;131;107;0100000000078;;2 x X-Dot Brighter Wash IP (zestaw 2) 2/2szt Waga: 53.4kg;2 x X-Dot Brighter Wash IP (zestaw 2);TAK;usunieto_stan_szt_i_wage;OK;
MODEL_OPAKOWANIA;108;108;;;2 x X-Dot Brighter Wash IP (zestaw 3);2 x X-Dot Brighter Wash IP (zestaw 3);NIE;;OK;
EGZEMPLARZ_OPAKOWANIA;50;108;0100000000079;;2 x X-Dot Brighter Wash IP (zestaw 3) 2/2szt Waga: 53.4kg;2 x X-Dot Brighter Wash IP (zestaw 3);TAK;usunieto_stan_szt_i_wage;OK;
MODEL_OPAKOWANIA;109;109;;;"2x Monitor 75"" (zestaw 1)";"2x Monitor 75"" (zestaw 1)";NIE;;OK;
EGZEMPLARZ_OPAKOWANIA;382;109;0100000000332;1;"2x Monitor 75"" (zestaw 1) 2/2szt Waga: 150kg [1]";"2x Monitor 75"" (zestaw 1) [1]";TAK;usunieto_stan_szt_i_wage | zachowano_numer_egzemplarza;OK;
MODEL_OPAKOWANIA;110;110;;;"2x Monitor 75"" (zestaw 2)";"2x Monitor 75"" (zestaw 2)";NIE;;OK;
EGZEMPLARZ_OPAKOWANIA;423;110;0100000000330;2;"2x Monitor 75"" (zestaw 2) 2/2szt Waga: 150kg [2]";"2x Monitor 75"" (zestaw 2) [2]";TAK;usunieto_stan_szt_i_wage | zachowano_numer_egzemplarza;OK;
MODEL_OPAKOWANIA;111;111;;;"2x Monitor 75"" (zestaw 3)";"2x Monitor 75"" (zestaw 3)";NIE;;OK;
EGZEMPLARZ_OPAKOWANIA;28;111;0100000000331;3;"2x Monitor 75"" (zestaw 3) 2/2szt Waga: 150kg [3]";"2x Monitor 75"" (zestaw 3) [3]";TAK;usunieto_stan_szt_i_wage | zachowano_numer_egzemplarza;OK;
MODEL_OPAKOWANIA;112;112;;;"2x Monitor 75"" (zestaw 4)";"2x Monitor 75"" (zestaw 4)";NIE;;OK;
EGZEMPLARZ_OPAKOWANIA;380;112;0100000000329;4;"2x Monitor 75"" (zestaw 4) 2/2szt Waga: 150kg [4]";"2x Monitor 75"" (zestaw 4) [4]";TAK;usunieto_stan_szt_i_wage | zachowano_numer_egzemplarza;OK;
MODEL_OPAKOWANIA;113;113;;;4 x Aktywna kolumna DAS Audio Action-508A (zestaw 3);4 x Aktywna kolumna DAS Audio Action-508A (zestaw 3);NIE;;OK;
EGZEMPLARZ_OPAKOWANIA;202;113;0100000000094;;4 x Aktywna kolumna DAS Audio Action-508A (zestaw 3) 4/4szt Waga: 76.4kg;4 x Aktywna kolumna DAS Audio Action-508A (zestaw 3);TAK;usunieto_stan_szt_i_wage;OK;
MODEL_OPAKOWANIA;114;114;;;4 x Aktywna kolumna DAS Audio Action-508A (zestaw 4);4 x Aktywna kolumna DAS Audio Action-508A (zestaw 4);NIE;;OK;
EGZEMPLARZ_OPAKOWANIA;379;114;0100000000095;;4 x Aktywna kolumna DAS Audio Action-508A (zestaw 4) 4/4szt Waga: 76.4kg;4 x Aktywna kolumna DAS Audio Action-508A (zestaw 4);TAK;usunieto_stan_szt_i_wage;OK;
MODEL_OPAKOWANIA;115;115;;;4 x Aktywna kolumna DAS Audio Action-508A (zestaw 5);4 x Aktywna kolumna DAS Audio Action-508A (zestaw 5);NIE;;OK;
EGZEMPLARZ_OPAKOWANIA;206;115;0100000000096;;4 x Aktywna kolumna DAS Audio Action-508A (zestaw 5) 4/4szt Waga: 76.4kg;4 x Aktywna kolumna DAS Audio Action-508A (zestaw 5);TAK;usunieto_stan_szt_i_wage;OK;
MODEL_OPAKOWANIA;116;116;;;4 x Aktywna kolumna DAS Audio Action-508A (zestaw 6);4 x Aktywna kolumna DAS Audio Action-508A (zestaw 6);NIE;;OK;
